uid,pci,starttime,endtime,duration
889,476,13:45:1687175121,13:45:1687175121,0
890,432,13:45:1687175123,13:45:1687175123,0
891,20,13:45:1687175123,13:45:1687175123,0
892,476,13:45:1687175123,13:45:1687175123,0
893,432,13:45:1687175123,13:45:1687175123,0
894,20,13:45:1687175126,13:45:1687175126,1
895,476,13:45:1687175126,13:45:1687175126,0
896,432,13:45:1687175126,13:45:1687175126,0
897,20,13:45:1687175128,13:45:1687175128,0
898,432,13:45:1687175128,13:45:1687175128,0
899,20,13:45:1687175128,13:45:1687175128,0
900,476,13:45:1687175128,13:45:1687175128,0
901,432,13:45:1687175128,13:45:1687175128,0
902,20,13:45:1687175130,13:45:1687175130,0
903,432,13:45:1687175130,13:45:1687175130,0
904,20,13:45:1687175130,13:45:1687175130,0
905,476,13:45:1687175130,13:45:1687175130,0
906,432,13:45:1687175130,13:45:1687175130,0
907,476,13:45:1687175132,13:45:1687175132,0
908,20,13:45:1687175132,13:45:1687175132,0
909,476,13:45:1687175132,13:45:1687175132,0
910,432,13:45:1687175132,13:45:1687175132,0
911,20,13:45:1687175135,13:45:1687175135,0
912,476,13:45:1687175135,13:45:1687175135,0
913,432,13:45:1687175135,13:45:1687175135,0
914,20,13:45:1687175137,13:45:1687175137,0
915,476,13:45:1687175137,13:45:1687175137,0
916,20,13:45:1687175139,13:45:1687175139,-1
917,476,13:45:1687175139,13:45:1687175139,0
918,20,13:45:1687175141,13:45:1687175141,-1
919,476,13:45:1687175141,13:45:1687175141,0
920,20,13:45:1687175144,13:45:1687175144,0
921,476,13:45:1687175144,13:45:1687175144,0
922,20,13:45:1687175146,13:45:1687175146,0
923,476,13:45:1687175146,13:45:1687175148,2274
924,20,13:45:1687175148,13:45:1687175148,0
925,476,13:45:1687175148,13:45:1687175148,0
926,20,13:45:1687175150,13:45:1687175150,-1
927,476,13:45:1687175150,13:45:1687175150,0
928,20,13:45:1687175152,13:45:1687175152,0
929,476,13:45:1687175152,13:45:1687175152,0
930,130,13:45:1687175152,13:45:1687175152,0
931,20,13:45:1687175155,13:45:1687175157,2156
932,130,13:45:1687175157,13:45:1687175157,0
933,20,13:45:1687175159,13:45:1687175159,0
934,476,13:45:1687175159,13:45:1687175159,0
935,130,13:45:1687175159,13:45:1687175159,0
936,20,13:46:1687175161,13:46:1687175161,0
937,476,13:46:1687175161,13:46:1687175161,0
938,130,13:46:1687175161,13:46:1687175161,0
939,476,13:46:1687175164,13:46:1687175164,0
940,20,13:46:1687175164,13:46:1687175164,0
941,476,13:46:1687175164,13:46:1687175164,0
942,20,13:46:1687175166,13:46:1687175166,0
943,476,13:46:1687175166,13:46:1687175166,0
944,130,13:46:1687175166,13:46:1687175166,0
945,20,13:46:1687175168,13:46:1687175168,0
946,476,13:46:1687175168,13:46:1687175168,0
947,20,13:46:1687175170,13:46:1687175170,0
948,476,13:46:1687175170,13:46:1687175170,0
949,20,13:46:1687175170,13:46:1687175170,0
950,476,13:46:1687175170,13:46:1687175170,0
951,20,13:46:1687175172,13:46:1687175172,0
952,476,13:46:1687175172,13:46:1687175172,0
953,130,13:46:1687175172,13:46:1687175172,0
954,20,13:46:1687175172,13:46:1687175172,0
955,476,13:46:1687175172,13:46:1687175172,0
956,130,13:46:1687175172,13:46:1687175172,0
957,301,13:46:1687175172,13:46:1687175172,0
958,130,13:46:1687175175,13:46:1687175175,0
959,20,13:46:1687175175,13:46:1687175175,0
960,476,13:46:1687175175,13:46:1687175175,0
961,130,13:46:1687175175,13:46:1687175175,0
962,20,13:46:1687175177,13:46:1687175177,0
963,130,13:46:1687175177,13:46:1687175177,0
964,20,13:46:1687175179,13:46:1687175181,2104
965,130,13:46:1687175181,13:46:1687175181,0
966,20,13:46:1687175181,13:46:1687175181,0
967,476,13:46:1687175181,13:46:1687175181,0
968,130,13:46:1687175181,13:46:1687175181,0
969,20,13:46:1687175183,13:46:1687175183,-1
970,130,13:46:1687175183,13:46:1687175183,0
971,20,13:46:1687175185,13:46:1687175204,18484
972,362,13:46:1687175204,13:46:1687175204,0
973,20,13:46:1687175206,13:46:1687175206,0
974,362,13:46:1687175206,13:46:1687175206,0
975,19,13:46:1687175208,13:46:1687175208,0
976,20,13:46:1687175208,13:46:1687175208,0
977,362,13:46:1687175208,13:46:1687175208,0
978,19,13:46:1687175208,13:46:1687175208,0
979,20,13:46:1687175210,13:46:1687175214,4095
980,362,13:46:1687175214,13:46:1687175216,2074
981,20,13:46:1687175216,13:46:1687175216,0
982,362,13:46:1687175216,13:46:1687175216,0
983,20,13:46:1687175218,13:46:1687175218,0
984,476,13:46:1687175218,13:46:1687175218,0
985,20,13:46:1687175218,13:46:1687175218,0
986,476,13:46:1687175218,13:46:1687175218,0
987,20,13:47:1687175220,13:47:1687175220,0
988,476,13:47:1687175220,13:47:1687175220,0
989,20,13:47:1687175222,13:47:1687175222,0
990,476,13:47:1687175222,13:47:1687175222,0
991,20,13:47:1687175225,13:47:1687175225,0
992,476,13:47:1687175225,13:47:1687175225,0
993,20,13:47:1687175225,13:47:1687175225,0
994,476,13:47:1687175225,13:47:1687175225,0
995,20,13:47:1687175227,13:47:1687175227,0
996,476,13:47:1687175227,13:47:1687175227,0
997,20,13:47:1687175227,13:47:1687175227,0
998,476,13:47:1687175227,13:47:1687175227,0
999,20,13:47:1687175229,13:47:1687175229,0
1000,476,13:47:1687175229,13:47:1687175229,0
1001,20,13:47:1687175229,13:47:1687175229,0
1002,476,13:47:1687175229,13:47:1687175229,0
1003,20,13:47:1687175231,13:47:1687175231,0
1004,476,13:47:1687175231,13:47:1687175231,0
1005,20,13:47:1687175233,13:47:1687175233,-1
1006,476,13:47:1687175233,13:47:1687175233,0
1007,20,13:47:1687175235,13:47:1687175235,0
1008,476,13:47:1687175235,13:47:1687175235,0
1009,20,13:47:1687175237,13:47:1687175237,0
1010,476,13:47:1687175237,13:47:1687175237,0
1011,20,13:47:1687175239,13:47:1687175239,0
1012,476,13:47:1687175239,13:47:1687175239,0
1013,20,13:47:1687175242,13:47:1687175242,0
1014,476,13:47:1687175242,13:47:1687175242,0
1015,20,13:47:1687175244,13:47:1687175244,0
1016,476,13:47:1687175244,13:47:1687175244,0
1017,20,13:47:1687175246,13:47:1687175246,0
1018,476,13:47:1687175246,13:47:1687175246,0
1019,20,13:47:1687175248,13:47:1687175248,0
1020,476,13:47:1687175248,13:47:1687175250,2129
1021,20,13:47:1687175250,13:47:1687175250,0
1022,476,13:47:1687175250,13:47:1687175250,0
1023,20,13:47:1687175252,13:47:1687175252,0
1024,476,13:47:1687175252,13:47:1687175252,0
1025,20,13:47:1687175252,13:47:1687175252,0
1026,476,13:47:1687175252,13:47:1687175252,0
1027,20,13:47:1687175254,13:47:1687175254,0
1028,476,13:47:1687175254,13:47:1687175254,0
1029,20,13:47:1687175254,13:47:1687175254,0
1030,476,13:47:1687175254,13:47:1687175256,2129
1031,20,13:47:1687175256,13:47:1687175256,0
1032,476,13:47:1687175256,13:47:1687175256,0
1033,20,13:47:1687175259,13:47:1687175259,0
1034,476,13:47:1687175259,13:47:1687175259,0
1035,20,13:47:1687175261,13:47:1687175261,0
1036,476,13:47:1687175261,13:47:1687175261,0
1037,20,13:47:1687175263,13:47:1687175263,0
1038,476,13:47:1687175263,13:47:1687175263,0
1039,20,13:47:1687175263,13:47:1687175263,0
1040,476,13:47:1687175263,13:47:1687175263,0
1041,20,13:47:1687175265,13:47:1687175265,0
1042,476,13:47:1687175265,13:47:1687175265,0
1043,20,13:47:1687175265,13:47:1687175265,0
1044,476,13:47:1687175265,13:47:1687175265,0
1045,20,13:47:1687175267,13:47:1687175267,0
1046,476,13:47:1687175267,13:47:1687175267,0
1047,20,13:47:1687175269,13:47:1687175269,0
1048,476,13:47:1687175269,13:47:1687175269,0
1049,20,13:47:1687175271,13:47:1687175271,1
1050,476,13:47:1687175271,13:47:1687175271,0
1051,20,13:47:1687175273,13:47:1687175275,2095
1052,476,13:47:1687175275,13:47:1687175278,2141
1053,20,13:47:1687175278,13:47:1687175278,0
1054,476,13:47:1687175278,13:47:1687175278,0
1055,130,13:47:1687175278,13:48:1687175280,2164
1056,20,13:48:1687175280,13:48:1687175280,0
1057,476,13:48:1687175280,13:48:1687175280,0
1058,130,13:48:1687175280,13:48:1687175280,0
1059,20,13:48:1687175282,13:48:1687175282,0
1060,476,13:48:1687175282,13:48:1687175282,0
1061,20,13:48:1687175282,13:48:1687175282,0
1062,476,13:48:1687175282,13:48:1687175284,2152
1063,20,13:48:1687175284,13:48:1687175284,0
1064,476,13:48:1687175284,13:48:1687175284,0
1065,20,13:48:1687175286,13:48:1687175286,0
1066,476,13:48:1687175286,13:48:1687175286,0
1067,20,13:48:1687175286,13:48:1687175286,0
1068,476,13:48:1687175286,13:48:1687175286,0
1069,20,13:48:1687175288,13:48:1687175288,0
1070,476,13:48:1687175288,13:48:1687175288,0
1071,301,13:48:1687175288,13:48:1687175288,0
1072,20,13:48:1687175290,13:48:1687175290,0
1073,476,13:48:1687175290,13:48:1687175290,0
1074,130,13:48:1687175290,13:48:1687175290,0
1075,476,13:48:1687175293,13:48:1687175293,0
1076,130,13:48:1687175293,13:48:1687175293,0
1077,20,13:48:1687175293,13:48:1687175293,0
1078,476,13:48:1687175293,13:48:1687175293,0
1079,130,13:48:1687175293,13:48:1687175293,0
1080,301,13:48:1687175293,13:48:1687175293,0
1081,20,13:48:1687175295,13:48:1687175295,0
1082,476,13:48:1687175295,13:48:1687175297,2130
1083,20,13:48:1687175297,13:48:1687175297,0
1084,476,13:48:1687175297,13:48:1687175297,0
1085,20,13:48:1687175299,13:48:1687175299,0
1086,476,13:48:1687175299,13:48:1687175299,0
1087,20,13:48:1687175301,13:48:1687175301,0
1088,476,13:48:1687175301,13:48:1687175301,0
1089,20,13:48:1687175303,13:48:1687175303,1
1090,476,13:48:1687175303,13:48:1687175305,2106
1091,20,13:48:1687175305,13:48:1687175305,0
1092,476,13:48:1687175305,13:48:1687175305,0
1093,20,13:48:1687175308,13:48:1687175308,-1
1094,476,13:48:1687175308,13:48:1687175310,2156
1095,20,13:48:1687175310,13:48:1687175310,0
1096,476,13:48:1687175310,13:48:1687175310,0
1097,130,13:48:1687175310,13:48:1687175310,0
1098,20,13:48:1687175312,13:48:1687175312,0
1099,476,13:48:1687175312,13:48:1687175312,0
1100,20,13:48:1687175312,13:48:1687175312,0
1101,476,13:48:1687175312,13:48:1687175314,2121
1102,20,13:48:1687175314,13:48:1687175314,0
1103,476,13:48:1687175314,13:48:1687175314,0
1104,20,13:48:1687175316,13:48:1687175316,0
1105,476,13:48:1687175316,13:48:1687175316,0
1106,20,13:48:1687175316,13:48:1687175316,0
1107,476,13:48:1687175316,13:48:1687175316,0
1108,301,13:48:1687175318,13:48:1687175318,0
1109,20,13:48:1687175318,13:48:1687175318,0
1110,476,13:48:1687175318,13:48:1687175318,0
1111,301,13:48:1687175318,13:48:1687175318,0
1112,476,13:48:1687175320,13:48:1687175320,0
1113,20,13:48:1687175320,13:48:1687175320,0
1114,476,13:48:1687175320,13:48:1687175322,2090
1115,20,13:48:1687175322,13:48:1687175322,0
1116,476,13:48:1687175322,13:48:1687175322,0
1117,20,13:48:1687175325,13:48:1687175325,0
1118,476,13:48:1687175325,13:48:1687175325,0
1119,20,13:48:1687175325,13:48:1687175325,0
1120,476,13:48:1687175325,13:48:1687175325,0
1121,20,13:48:1687175327,13:48:1687175327,0
1122,476,13:48:1687175327,13:48:1687175327,0
1123,20,13:48:1687175329,13:48:1687175329,0
1124,476,13:48:1687175329,13:48:1687175329,0
1125,20,13:48:1687175331,13:48:1687175331,0
1126,476,13:48:1687175331,13:48:1687175331,0
1127,130,13:48:1687175331,13:48:1687175333,2188
1128,20,13:48:1687175333,13:48:1687175333,0
1129,476,13:48:1687175333,13:48:1687175333,0
1130,130,13:48:1687175333,13:48:1687175333,0
1131,476,13:48:1687175335,13:48:1687175335,0
1132,20,13:48:1687175335,13:48:1687175335,0
1133,362,13:48:1687175335,13:48:1687175335,0
1134,476,13:48:1687175335,13:48:1687175335,0
1135,130,13:48:1687175335,13:48:1687175335,0
1136,20,13:48:1687175337,13:48:1687175337,1
1137,476,13:48:1687175337,13:48:1687175337,0
1138,20,13:49:1687175340,13:49:1687175340,0
1139,476,13:49:1687175340,13:49:1687175340,0
1140,20,13:49:1687175342,13:49:1687175342,0
1141,476,13:49:1687175342,13:49:1687175342,0
1142,362,13:49:1687175344,13:49:1687175344,0
1143,476,13:49:1687175344,13:49:1687175344,0
1144,20,13:49:1687175344,13:49:1687175344,0
1145,362,13:49:1687175344,13:49:1687175344,0
1146,476,13:49:1687175344,13:49:1687175344,0
1147,20,13:49:1687175346,13:49:1687175346,0
1148,476,13:49:1687175346,13:49:1687175346,0
1149,20,13:49:1687175348,13:49:1687175348,0
1150,362,13:49:1687175348,13:49:1687175348,0
1151,432,13:49:1687175348,13:49:1687175348,0
1152,476,13:49:1687175348,13:49:1687175348,0
1153,20,13:49:1687175350,13:49:1687175350,0
1154,476,13:49:1687175350,13:49:1687175350,0
1155,20,13:49:1687175350,13:49:1687175350,0
1156,362,13:49:1687175350,13:49:1687175350,0
1157,432,13:49:1687175350,13:49:1687175350,0
1158,476,13:49:1687175350,13:49:1687175350,0
1159,20,13:49:1687175353,13:49:1687175353,0
1160,362,13:49:1687175353,13:49:1687175353,0
1161,432,13:49:1687175353,13:49:1687175353,0
1162,476,13:49:1687175353,13:49:1687175353,0
1163,20,13:49:1687175355,13:49:1687175355,0
1164,432,13:49:1687175355,13:49:1687175355,0
1165,20,13:49:1687175355,13:49:1687175355,0
1166,432,13:49:1687175355,13:49:1687175355,0
1167,476,13:49:1687175357,13:49:1687175357,0
1168,432,13:49:1687175357,13:49:1687175357,0
1169,20,13:49:1687175357,13:49:1687175357,0
1170,476,13:49:1687175357,13:49:1687175357,0
1171,432,13:49:1687175357,13:49:1687175357,0
1172,476,13:49:1687175359,13:49:1687175359,0
1173,20,13:49:1687175359,13:49:1687175359,0
1174,476,13:49:1687175359,13:49:1687175359,0
1175,20,13:49:1687175361,13:49:1687175361,0
1176,432,13:49:1687175361,13:49:1687175361,0
1177,476,13:49:1687175361,13:49:1687175361,0
1178,130,13:49:1687175363,13:49:1687175363,0
1179,20,13:49:1687175363,13:49:1687175363,0
1180,476,13:49:1687175363,13:49:1687175363,0
1181,130,13:49:1687175363,13:49:1687175363,0
1182,20,13:49:1687175365,13:49:1687175365,0
1183,476,13:49:1687175365,13:49:1687175365,0
1184,432,13:49:1687175365,13:49:1687175365,0
1185,130,13:49:1687175365,13:49:1687175365,0
1186,20,13:49:1687175367,13:49:1687175367,0
1187,476,13:49:1687175367,13:49:1687175367,0
1188,20,13:49:1687175370,13:49:1687175370,1
1189,476,13:49:1687175370,13:49:1687175370,0
1190,20,13:49:1687175372,13:49:1687175372,-1
1191,476,13:49:1687175372,13:49:1687175372,0
1192,20,13:49:1687175374,13:49:1687175374,0
1193,362,13:49:1687175374,13:49:1687175374,0
1194,476,13:49:1687175374,13:49:1687175374,0
1195,20,13:49:1687175374,13:49:1687175374,0
1196,362,13:49:1687175374,13:49:1687175374,0
1197,476,13:49:1687175374,13:49:1687175374,0
1198,20,13:49:1687175376,13:49:1687175376,0
1199,362,13:49:1687175376,13:49:1687175376,0
1200,20,13:49:1687175378,13:49:1687175378,0
1201,362,13:49:1687175378,13:49:1687175378,0
1202,20,13:49:1687175381,13:49:1687175381,0
1203,362,13:49:1687175381,13:49:1687175381,0
1204,307,13:49:1687175381,13:49:1687175381,0
1205,362,13:49:1687175383,13:49:1687175383,0
1206,20,13:49:1687175383,13:49:1687175383,0
1207,362,13:49:1687175383,13:49:1687175383,0
1208,307,13:49:1687175383,13:49:1687175383,0
1209,362,13:49:1687175385,13:49:1687175394,8699
1210,434,13:49:1687175394,13:49:1687175394,0
1211,362,13:49:1687175394,13:49:1687175394,0
1212,434,13:49:1687175394,13:49:1687175394,0
1213,362,13:49:1687175396,13:49:1687175396,0
1214,434,13:49:1687175396,13:49:1687175396,0
1215,362,13:49:1687175398,13:49:1687175398,0
1216,432,13:50:1687175400,13:50:1687175420,19511
1217,434,13:50:1687175422,13:50:1687175422,0
1218,432,13:50:1687175422,13:50:1687175422,0
1219,434,13:50:1687175422,13:50:1687175422,0
1220,361,13:50:1687175422,13:50:1687175422,0
1221,432,13:50:1687175424,13:50:1687175424,0
1222,361,13:50:1687175424,13:50:1687175424,0
1223,432,13:50:1687175424,13:50:1687175424,0
1224,361,13:50:1687175424,13:50:1687175424,0
1225,434,13:50:1687175427,13:50:1687175427,0
1226,361,13:50:1687175427,13:50:1687175427,0
1227,432,13:50:1687175427,13:50:1687175427,0
1228,434,13:50:1687175427,13:50:1687175427,0
1229,361,13:50:1687175427,13:50:1687175429,2305
1230,432,13:50:1687175429,13:50:1687175429,0
1231,434,13:50:1687175429,13:50:1687175429,0
1232,361,13:50:1687175429,13:50:1687175429,0
1233,434,13:50:1687175431,13:50:1687175431,0
1234,432,13:50:1687175431,13:50:1687175431,0
1235,434,13:50:1687175431,13:50:1687175431,0
1236,361,13:50:1687175431,13:50:1687175433,2214
1237,432,13:50:1687175433,13:50:1687175433,0
1238,361,13:50:1687175433,13:50:1687175433,0
1239,434,13:50:1687175436,13:50:1687175436,0
1240,432,13:50:1687175436,13:50:1687175436,0
1241,434,13:50:1687175436,13:50:1687175436,0
1242,361,13:50:1687175436,13:50:1687175436,0
1243,432,13:50:1687175438,13:50:1687175438,0
1244,361,13:50:1687175438,13:50:1687175438,0
1245,434,13:50:1687175438,13:50:1687175438,0
1246,432,13:50:1687175438,13:50:1687175438,0
1247,434,13:50:1687175438,13:50:1687175438,0
1248,361,13:50:1687175438,13:50:1687175438,0
1249,434,13:50:1687175440,13:50:1687175440,0
1250,361,13:50:1687175440,13:50:1687175440,0
1251,432,13:50:1687175440,13:50:1687175440,0
1252,434,13:50:1687175440,13:50:1687175440,0
1253,361,13:50:1687175440,13:50:1687175440,0
1254,432,13:50:1687175442,13:50:1687175442,0
1255,434,13:50:1687175442,13:50:1687175442,0
1256,362,13:50:1687175442,13:50:1687175442,0
1257,432,13:50:1687175445,13:50:1687175445,0
1258,434,13:50:1687175445,13:50:1687175445,0
1259,432,13:50:1687175445,13:50:1687175445,0
1260,434,13:50:1687175445,13:50:1687175445,0
1261,362,13:50:1687175445,13:50:1687175445,0
1262,432,13:50:1687175447,13:50:1687175447,-1
1263,434,13:50:1687175447,13:50:1687175447,0
1264,362,13:50:1687175447,13:50:1687175447,0
1265,434,13:50:1687175449,13:50:1687175449,0
1266,432,13:50:1687175449,13:50:1687175449,0
1267,434,13:50:1687175449,13:50:1687175449,0
1268,362,13:50:1687175449,13:50:1687175449,0
1269,432,13:50:1687175451,13:50:1687175451,0
1270,434,13:50:1687175451,13:50:1687175451,0
1271,432,13:50:1687175451,13:50:1687175451,0
1272,434,13:50:1687175451,13:50:1687175451,0
1273,433,13:50:1687175451,13:50:1687175451,0
1274,362,13:50:1687175451,13:50:1687175451,0
1275,432,13:50:1687175453,13:50:1687175453,0
1276,433,13:50:1687175453,13:50:1687175453,0
1277,362,13:50:1687175453,13:50:1687175453,0
1278,432,13:50:1687175453,13:50:1687175453,0
1279,433,13:50:1687175453,13:50:1687175453,0
1280,434,13:50:1687175453,13:50:1687175453,0
1281,362,13:50:1687175453,13:50:1687175453,0
1282,434,13:50:1687175456,13:50:1687175456,0
1283,432,13:50:1687175456,13:50:1687175456,0
1284,434,13:50:1687175456,13:50:1687175456,0
1285,433,13:50:1687175456,13:50:1687175456,0
1286,362,13:50:1687175456,13:50:1687175456,0
1287,434,13:50:1687175458,13:50:1687175458,0
1288,362,13:50:1687175458,13:50:1687175458,0
1289,432,13:50:1687175458,13:50:1687175458,0
1290,434,13:50:1687175458,13:50:1687175458,0
1291,362,13:50:1687175458,13:51:1687175460,2231
1292,432,13:51:1687175460,13:51:1687175460,0
1293,434,13:51:1687175460,13:51:1687175460,0
1294,433,13:51:1687175460,13:51:1687175460,0
1295,362,13:51:1687175460,13:51:1687175460,0
1296,432,13:51:1687175462,13:51:1687175462,0
1297,434,13:51:1687175462,13:51:1687175462,0
1298,432,13:51:1687175462,13:51:1687175462,0
1299,433,13:51:1687175462,13:51:1687175462,0
1300,434,13:51:1687175465,13:51:1687175465,0
1301,432,13:51:1687175465,13:51:1687175465,0
1302,433,13:51:1687175465,13:51:1687175465,0
1303,362,13:51:1687175465,13:51:1687175465,0
1304,432,13:51:1687175467,13:51:1687175467,0
1305,434,13:51:1687175467,13:51:1687175467,0
1306,432,13:51:1687175467,13:51:1687175467,0
1307,362,13:51:1687175467,13:51:1687175467,0
1308,434,13:51:1687175469,13:51:1687175469,0
1309,432,13:51:1687175469,13:51:1687175469,0
1310,362,13:51:1687175469,13:51:1687175469,0
1311,434,13:51:1687175471,13:51:1687175471,0
1312,432,13:51:1687175471,13:51:1687175471,0
1313,362,13:51:1687175471,13:51:1687175471,0
1314,434,13:51:1687175473,13:51:1687175473,0
1315,432,13:51:1687175473,13:51:1687175473,0
1316,434,13:51:1687175473,13:51:1687175473,0
1317,432,13:51:1687175473,13:51:1687175473,0
1318,434,13:51:1687175476,13:51:1687175476,0
1319,432,13:51:1687175476,13:51:1687175476,0
1320,434,13:51:1687175478,13:51:1687175478,-1
1321,432,13:51:1687175478,13:51:1687175478,0
1322,362,13:51:1687175478,13:51:1687175478,0
1323,432,13:51:1687175480,13:51:1687175480,0
1324,362,13:51:1687175480,13:51:1687175480,0
1325,434,13:51:1687175480,13:51:1687175480,0
1326,432,13:51:1687175480,13:51:1687175480,0
1327,362,13:51:1687175480,13:51:1687175480,0
